REGIONID,forecast_error_mw
QLD1,6293.63
QLD1,6308.29
QLD1,6334.37
QLD1,6395.15
QLD1,6439.91
QLD1,6505.21
QLD1,6582.09
QLD1,6596.48
QLD1,6629.02
QLD1,6644.62
QLD1,6688.64
QLD1,6687.04
QLD1,6723.61
QLD1,6684.92
QLD1,6653.25
QLD1,6656.42
QLD1,6687.68
QLD1,6742.61
QLD1,6650.66
QLD1,6605.65
QLD1,6611.88
QLD1,6566.52
QLD1,6484.16
QLD1,6460.52
QLD1,6336.21
QLD1,6369.54
QLD1,6242.79
QLD1,6176.19
QLD1,6146.06
QLD1,6107.6
QLD1,6143.89
QLD1,6073.98
QLD1,5986.52
QLD1,5846.96
QLD1,5841.57
QLD1,5813.23
QLD1,5714.82
QLD1,5704.16
QLD1,5729.08
QLD1,5685.13
QLD1,5646.4
QLD1,5660.68
QLD1,5604.1
QLD1,5584.5
QLD1,5509.04
QLD1,5431.43
QLD1,5448.97
QLD1,5401.24
QLD1,5364.6
QLD1,5351.49
QLD1,5390.22
QLD1,5409.28
QLD1,5384.84
QLD1,5384.38
QLD1,5340.35
QLD1,5308.52
QLD1,5365.41
QLD1,5275.98
QLD1,5301.41
QLD1,5330.13
QLD1,5216.99
QLD1,5219.69
QLD1,5345.42
QLD1,5320.2
QLD1,5381.6
QLD1,5411.24
QLD1,5457.11
QLD1,5400.47
QLD1,5547.92
QLD1,5475.47
QLD1,5434.59
QLD1,5448.25
QLD1,5511.7
QLD1,5493.33
QLD1,5465.68
QLD1,5427.77
QLD1,5461.49
QLD1,5470.87
QLD1,5455.15
QLD1,5437.88
QLD1,5454.47
QLD1,5466.78
QLD1,5490.46
QLD1,5457.0
QLD1,5488.67
QLD1,5440.51
QLD1,5466.58
QLD1,5383.52
QLD1,5413.73
QLD1,5413.14
QLD1,5427.44
QLD1,5468.75
QLD1,5475.44
QLD1,5385.35
QLD1,5473.69
QLD1,5382.37
QLD1,5380.51
QLD1,5475.95
QLD1,5446.52
QLD1,5506.28
QLD1,5559.87
QLD1,5535.27
QLD1,5586.4
QLD1,5676.02
QLD1,5643.48
QLD1,5659.46
QLD1,5742.31
QLD1,5831.18
QLD1,5936.3
QLD1,5929.67
QLD1,6011.66
QLD1,5964.28
QLD1,6000.09
QLD1,6149.77
QLD1,6222.59
QLD1,6336.4
QLD1,6411.78
QLD1,6522.88
QLD1,6618.86
QLD1,6656.42
QLD1,6751.1
QLD1,6883.74
QLD1,6892.96
QLD1,6988.17
QLD1,7095.98
QLD1,7110.81
QLD1,7155.37
QLD1,7320.83
QLD1,7469.99
QLD1,7590.75
QLD1,7617.95
QLD1,7640.57
QLD1,7718.54
QLD1,7876.54
QLD1,7948.44
QLD1,8079.1
QLD1,8121.82
QLD1,8062.45
QLD1,8183.69
QLD1,8288.27
QLD1,8324.95
QLD1,8382.63
QLD1,8381.85
QLD1,8357.08
QLD1,8396.01
QLD1,8485.85
QLD1,8446.37
QLD1,8527.18
QLD1,8526.74
QLD1,8506.39
QLD1,8505.71
QLD1,8545.99
QLD1,8498.05
QLD1,8571.25
QLD1,8493.55
QLD1,8597.23
QLD1,8559.6
QLD1,8513.18
QLD1,8540.69
QLD1,8496.58
QLD1,8482.44
QLD1,8449.54
QLD1,8462.05
QLD1,8399.33
QLD1,8319.46
QLD1,8355.91
QLD1,8334.42
QLD1,8247.01
QLD1,8281.63
QLD1,8209.31
QLD1,8166.31
QLD1,8153.39
QLD1,8080.39
QLD1,8034.45
QLD1,8029.66
QLD1,7983.92
QLD1,7943.85
QLD1,7925.32
QLD1,7864.93
QLD1,7987.08
QLD1,7932.85
QLD1,7885.02
QLD1,7837.4
QLD1,7775.28
QLD1,7758.68
QLD1,7708.84
QLD1,7716.22
QLD1,7672.63
QLD1,7653.45
QLD1,7676.77
QLD1,7522.21
QLD1,7568.93
QLD1,7518.76
QLD1,7468.48
QLD1,7445.49
QLD1,7331.47
QLD1,7297.07
QLD1,7184.49
QLD1,7217.43
QLD1,7174.49
QLD1,7089.68
QLD1,7023.07
QLD1,7033.63
QLD1,6988.08
QLD1,6929.93
QLD1,6870.34
QLD1,6785.77
QLD1,6748.39
QLD1,6680.78
QLD1,6664.03
QLD1,6709.27
QLD1,6744.47
QLD1,6629.68
QLD1,6632.05
QLD1,6532.18
QLD1,6588.99
QLD1,6539.66
QLD1,6542.88
QLD1,6548.03
QLD1,6491.61
QLD1,6436.71
QLD1,6385.55
QLD1,6370.37
QLD1,6358.88
QLD1,6334.98
QLD1,6286.55
QLD1,6334.58
QLD1,6257.27
QLD1,6232.55
QLD1,6222.7
QLD1,6218.41
QLD1,6161.24
QLD1,6144.66
QLD1,6126.42
QLD1,6037.32
QLD1,6071.99
QLD1,6079.57
QLD1,6120.58
QLD1,6097.83
QLD1,6060.1
QLD1,6071.98
QLD1,6066.9
QLD1,6027.95
QLD1,6066.25
QLD1,6020.55
QLD1,5981.5
QLD1,6010.31
QLD1,6076.44
QLD1,5965.0
QLD1,5973.27
QLD1,5970.9
QLD1,5945.27
QLD1,5979.51
QLD1,5915.56
QLD1,5966.36
QLD1,5959.51
QLD1,5960.72
QLD1,5978.68
QLD1,5980.11
QLD1,5995.52
QLD1,5958.58
QLD1,5924.95
QLD1,5973.06
QLD1,5923.47
QLD1,5945.5
QLD1,5937.49
QLD1,5967.29
QLD1,5959.42
QLD1,5953.19
QLD1,6058.53
QLD1,5989.37
QLD1,6011.04
QLD1,6010.22
QLD1,6049.48
QLD1,6077.99
QLD1,6053.66
QLD1,6069.21
QLD1,6060.15
QLD1,6098.2
QLD1,6071.47
QLD1,6109.85
QLD1,6237.84
QLD1,6245.1
QLD1,6238.51
QLD1,6276.11
QLD1,6301.55
QLD1,6313.23
QLD1,6331.39
QLD1,6323.9
QLD1,6271.26
QLD1,6304.41
QLD1,6347.46
QLD1,6385.11
QLD1,6505.44
QLD1,6525.25
QLD1,6527.64
QLD1,6507.39
QLD1,6498.98
QLD1,6500.65
QLD1,6527.42
QLD1,6556.55
QLD1,6500.73
QLD1,6474.16
QLD1,6479.79
QLD1,6417.23
QLD1,6461.33
QLD1,6488.28
QLD1,6461.76
QLD1,6422.05
QLD1,6389.06
QLD1,6376.53
QLD1,6339.33
QLD1,6331.71
QLD1,6279.13
QLD1,6270.97
QLD1,6263.73
QLD1,6244.45
QLD1,6223.28
QLD1,6151.8
QLD1,6157.89
QLD1,6079.01
QLD1,6154.5
QLD1,6130.06
QLD1,6198.82
QLD1,6178.99
QLD1,6151.44
QLD1,6077.45
QLD1,6028.43
QLD1,6063.41
QLD1,6111.16
QLD1,6105.26
QLD1,6095.36
QLD1,6134.58
QLD1,6150.42
QLD1,6158.66
QLD1,6106.89
QLD1,6059.53
QLD1,6015.76
QLD1,6018.51
QLD1,5976.12
QLD1,6037.58
QLD1,6029.88
QLD1,6037.65
QLD1,6031.67
QLD1,5949.86
QLD1,5897.6
QLD1,5794.69
QLD1,5736.2
QLD1,5714.85
QLD1,5749.28
QLD1,5723.66
QLD1,5669.1
QLD1,5611.15
QLD1,5775.85
QLD1,5713.36
QLD1,5779.6
QLD1,5943.29
QLD1,5934.64
QLD1,5897.95
QLD1,6017.14
QLD1,6075.41
QLD1,6013.55
QLD1,6113.06
QLD1,6120.33
QLD1,6130.08
QLD1,6232.69
QLD1,6201.02
QLD1,6189.1
QLD1,6165.89
QLD1,6079.66
QLD1,6117.91
QLD1,6116.81
QLD1,6092.02
QLD1,6145.59
QLD1,6115.9
QLD1,6044.72
QLD1,5969.38
QLD1,5958.58
QLD1,5957.97
QLD1,5964.81
QLD1,5898.25
QLD1,5863.09
QLD1,5864.52
QLD1,5889.31
QLD1,5868.11
QLD1,5901.31
QLD1,5956.5
QLD1,5927.54
QLD1,5946.16
QLD1,6016.47
QLD1,6101.84
QLD1,6091.75
QLD1,6141.75
QLD1,6268.69
QLD1,6250.75
QLD1,6357.24
QLD1,6405.38
QLD1,6464.67
QLD1,6523.52
QLD1,6700.7
QLD1,6789.74
QLD1,6801.3
QLD1,6808.84
QLD1,6912.43
QLD1,6923.34
QLD1,7075.67
QLD1,7130.6
QLD1,7185.58
QLD1,7274.47
QLD1,7434.12
QLD1,7601.69
QLD1,7631.12
QLD1,7667.43
QLD1,7643.06
QLD1,7779.45
QLD1,7877.49
QLD1,7879.71
QLD1,7898.26
QLD1,7931.53
QLD1,8051.34
QLD1,8032.9
QLD1,8151.83
QLD1,8183.63
QLD1,8215.46
QLD1,8299.91
QLD1,8233.96
QLD1,8267.05
QLD1,8301.79
QLD1,8317.33
QLD1,8365.46
QLD1,8395.0
QLD1,8474.31
QLD1,8484.95
QLD1,8586.32
QLD1,8607.27
QLD1,8584.35
QLD1,8536.77
QLD1,8557.72
QLD1,8560.6
QLD1,8551.95
QLD1,8567.76
QLD1,8587.57
QLD1,8596.75
QLD1,8606.2
QLD1,8637.93
QLD1,8635.93
QLD1,8668.02
QLD1,8601.33
QLD1,8655.27
QLD1,8522.8
QLD1,8508.6
QLD1,8469.71
QLD1,8446.99
QLD1,8392.06
QLD1,8373.91
QLD1,8285.67
QLD1,8322.55
QLD1,8231.4
QLD1,8223.3
QLD1,8130.32
QLD1,8101.16
QLD1,8118.52
QLD1,8017.35
QLD1,8110.4
QLD1,7964.56
QLD1,7979.83
QLD1,7911.54
QLD1,7967.05
QLD1,7961.98
QLD1,7871.68
QLD1,7898.33
QLD1,7863.23
QLD1,7751.06
QLD1,7740.51
QLD1,7692.71
QLD1,7602.06
QLD1,7629.29
QLD1,7580.49
QLD1,7573.81
QLD1,7520.51
QLD1,7462.03
QLD1,7341.72
QLD1,7342.45
QLD1,7251.0
QLD1,7174.78
QLD1,7170.13
QLD1,7159.82
QLD1,7092.29
QLD1,7062.13
QLD1,7007.95
QLD1,6985.93
QLD1,6922.18
QLD1,6909.7
QLD1,6900.85
QLD1,6839.32
QLD1,6796.6
QLD1,6747.29
QLD1,6739.12
QLD1,6714.1
QLD1,6762.33
QLD1,6655.83
QLD1,6684.71
QLD1,6650.76
QLD1,6666.47
QLD1,6632.52
QLD1,6620.91
QLD1,6600.1
QLD1,6469.51
QLD1,6471.58
QLD1,6449.89
QLD1,6489.68
QLD1,6431.18
QLD1,6487.14
QLD1,6379.44
QLD1,6350.35
QLD1,6323.43
QLD1,6305.68
QLD1,6224.25
QLD1,6271.47
QLD1,6212.57
QLD1,6192.05
QLD1,6223.86
QLD1,6200.3
QLD1,6258.12
QLD1,6188.53
QLD1,6207.77
QLD1,6186.47
QLD1,6152.31
QLD1,6191.85
QLD1,6129.63
QLD1,6137.48
QLD1,6114.78
QLD1,6080.56
QLD1,6080.69
QLD1,6099.12
QLD1,6140.15
QLD1,6075.94
QLD1,6068.85
QLD1,6028.39
QLD1,6086.6
QLD1,6047.38
QLD1,6074.45
QLD1,6070.85
QLD1,6049.6
QLD1,6030.07
QLD1,6025.81
QLD1,6004.99
QLD1,6062.23
QLD1,6048.66
QLD1,6067.53
QLD1,6133.33
QLD1,6030.75
QLD1,6131.64
QLD1,6116.65
QLD1,6051.55
QLD1,6082.0
QLD1,6080.97
QLD1,6111.68
QLD1,6150.47
QLD1,6089.7
QLD1,6153.48
QLD1,6139.6
QLD1,6162.75
QLD1,6172.88
QLD1,6222.5
QLD1,6255.78
QLD1,6220.2
QLD1,6255.22
QLD1,6313.25
QLD1,6361.91
QLD1,6414.85
QLD1,6448.56
QLD1,6482.63
QLD1,6464.49
QLD1,6511.96
QLD1,6521.88
QLD1,6592.82
QLD1,6643.5
QLD1,6620.71
QLD1,6681.79
QLD1,6758.27
QLD1,6784.8
QLD1,6830.94
QLD1,6819.14
QLD1,6830.59
QLD1,6879.72
QLD1,6899.49
QLD1,6997.84
QLD1,6987.86
QLD1,6987.66
QLD1,6971.32
QLD1,6990.66
QLD1,7033.97
QLD1,7067.9
QLD1,7030.7
QLD1,7047.23
QLD1,7030.3
QLD1,7106.61
QLD1,7137.79
QLD1,7080.11
QLD1,7077.97
QLD1,7021.72
QLD1,6969.12
QLD1,6976.13
QLD1,6973.25
QLD1,6990.93
QLD1,7030.85
QLD1,6985.16
QLD1,6918.66
QLD1,6941.87
QLD1,6864.09
QLD1,6818.24
QLD1,6842.1
QLD1,6784.15
QLD1,6739.81
QLD1,6812.19
QLD1,6713.07
QLD1,6685.15
QLD1,6682.96
QLD1,6638.87
QLD1,6648.6
QLD1,6576.7
QLD1,6529.76
QLD1,6494.87
QLD1,6525.97
QLD1,6458.14
QLD1,6475.22
QLD1,6431.94
QLD1,6446.68
QLD1,6408.93
QLD1,6339.61
QLD1,6354.44
QLD1,6368.26
QLD1,6327.22
QLD1,6290.21
QLD1,6303.61
QLD1,6259.83
QLD1,6301.57
QLD1,6314.03
QLD1,6362.01
QLD1,6371.61
QLD1,6486.33
QLD1,6430.5
QLD1,6386.21
QLD1,6438.69
QLD1,6508.78
QLD1,6463.0
QLD1,6481.31
QLD1,6498.34
QLD1,6458.34
QLD1,6529.74
QLD1,6478.05
QLD1,6445.76
QLD1,6461.74
QLD1,6464.42
QLD1,6481.76
QLD1,6445.09
QLD1,6543.09
QLD1,6499.13
QLD1,6563.02
QLD1,6540.4
QLD1,6595.19
QLD1,6579.34
QLD1,6596.17
QLD1,6542.42
QLD1,6500.19
QLD1,6518.55
QLD1,6643.24
QLD1,6628.09
QLD1,6634.23
QLD1,6602.33
QLD1,6650.21
QLD1,6630.23
QLD1,6668.32
QLD1,6625.93
QLD1,6712.26
QLD1,6714.28
QLD1,6799.1
QLD1,6841.73
QLD1,6948.15
QLD1,6987.68
QLD1,7041.35
QLD1,7123.43
QLD1,7208.3
QLD1,7152.38
QLD1,7246.25
QLD1,7280.77
QLD1,7309.57
QLD1,7335.28
QLD1,7368.0
QLD1,7456.21
QLD1,7442.15
QLD1,7577.46
QLD1,7712.42
QLD1,7754.56
QLD1,7854.59
QLD1,7959.73
QLD1,7973.49
QLD1,8083.27
QLD1,8029.64
QLD1,8103.92
QLD1,8056.88
QLD1,8150.77
QLD1,8223.02
QLD1,8354.52
QLD1,8302.85
QLD1,8472.95
QLD1,8490.04
QLD1,8573.72
QLD1,8579.87
QLD1,8693.38
QLD1,8702.75
QLD1,8655.99
QLD1,8671.45
QLD1,8651.76
QLD1,8616.67
QLD1,8705.64
QLD1,8800.23
QLD1,8800.4
QLD1,8770.02
QLD1,8753.63
QLD1,8738.14
QLD1,8734.76
QLD1,8779.52
QLD1,8807.3
QLD1,8740.89
QLD1,8731.76
QLD1,8697.75
QLD1,8733.54
QLD1,8719.57
QLD1,8752.03
QLD1,8661.38
QLD1,8762.46
QLD1,8724.73
QLD1,8822.51
QLD1,8708.05
QLD1,8676.56
QLD1,8613.96
QLD1,8616.79
QLD1,8608.86
QLD1,8606.96
QLD1,8465.24
QLD1,8427.46
QLD1,8484.54
QLD1,8404.05
QLD1,8460.33
QLD1,8407.68
QLD1,8360.91
QLD1,8360.53
QLD1,8349.61
QLD1,8281.48
QLD1,8232.05
QLD1,8188.43
QLD1,8154.83
QLD1,8149.04
QLD1,8215.43
QLD1,8136.11
QLD1,8106.64
QLD1,8069.25
QLD1,8071.05
QLD1,7946.23
QLD1,8046.76
QLD1,7963.49
QLD1,7876.87
QLD1,7933.6
QLD1,7921.07
QLD1,7848.24
QLD1,7860.54
QLD1,7876.74
QLD1,7777.04
QLD1,7722.74
QLD1,7602.91
QLD1,7541.9
QLD1,7500.61
QLD1,7418.84
QLD1,7454.89
QLD1,7370.89
QLD1,7346.31
QLD1,7311.97
QLD1,7255.74
QLD1,7223.67
QLD1,7163.4
QLD1,7178.37
QLD1,7129.87
QLD1,7102.11
QLD1,6997.12
QLD1,6995.36
QLD1,7013.36
QLD1,6963.87
QLD1,6937.55
QLD1,6908.64
QLD1,6938.19
QLD1,6909.74
QLD1,6834.69
QLD1,6785.3
QLD1,6761.75
QLD1,6675.73
QLD1,6700.47
QLD1,6617.55
QLD1,6597.98
QLD1,6626.4
QLD1,6620.48
QLD1,6540.04
QLD1,6495.76
QLD1,6482.23
QLD1,6477.97
QLD1,6473.48
QLD1,6484.63
QLD1,6490.38
QLD1,6420.04
QLD1,6356.45
QLD1,6388.04
QLD1,6432.6
QLD1,6339.03
QLD1,6338.41
QLD1,6356.47
QLD1,6297.25
QLD1,6325.96
QLD1,6270.66
QLD1,6271.38
QLD1,6178.49
QLD1,6205.41
QLD1,6194.47
QLD1,6167.37
QLD1,6142.37
QLD1,6174.49
QLD1,6131.88
QLD1,6092.14
QLD1,6167.05
QLD1,6089.58
QLD1,6157.75
QLD1,6131.6
QLD1,6101.5
QLD1,6096.02
QLD1,6116.95
QLD1,6100.89
QLD1,6090.87
QLD1,6157.34
QLD1,6079.13
QLD1,6080.13
QLD1,6104.31
QLD1,6113.35
QLD1,6195.32
QLD1,6101.73
QLD1,6132.76
QLD1,6145.22
QLD1,6173.93
QLD1,6175.05
QLD1,6178.73
QLD1,6155.97
QLD1,6113.42
QLD1,6167.69
QLD1,6110.75
QLD1,6176.77
QLD1,6103.93
QLD1,6145.8
QLD1,6127.23
QLD1,6178.84
QLD1,6205.83
QLD1,6197.2
QLD1,6271.56
QLD1,6243.8
QLD1,6248.09
QLD1,6266.94
QLD1,6261.11
QLD1,6259.56
QLD1,6294.65
QLD1,6322.46
QLD1,6318.37
QLD1,6331.51
QLD1,6311.73
QLD1,6313.61
QLD1,6340.76
QLD1,6398.53
QLD1,6327.11
QLD1,6339.45
QLD1,6334.03
QLD1,6352.35
QLD1,6299.7
QLD1,6275.62
QLD1,6334.46
QLD1,6269.22
QLD1,6277.74
QLD1,6365.01
QLD1,6292.84
QLD1,6284.57
QLD1,6287.27
QLD1,6287.58
QLD1,6248.23
QLD1,6252.04
QLD1,6228.77
QLD1,6257.4
QLD1,6252.81
QLD1,6380.08
QLD1,6356.47
QLD1,6392.3
QLD1,6306.58
QLD1,6338.79
QLD1,6382.37
QLD1,6441.68
QLD1,6385.14
QLD1,6368.52
QLD1,6372.29
QLD1,6327.82
QLD1,6369.27
QLD1,6390.27
QLD1,6411.89
QLD1,6466.03
QLD1,6394.48
QLD1,6394.7
QLD1,6380.12
QLD1,6407.91
QLD1,6390.41
QLD1,6331.31
QLD1,6322.96
QLD1,6354.11
QLD1,6323.36
QLD1,6376.38
QLD1,6260.55
QLD1,6294.24
QLD1,6262.3
QLD1,6256.28
QLD1,6183.1
QLD1,6058.44
QLD1,6180.61
QLD1,6266.59
QLD1,6365.77
QLD1,6395.33
QLD1,6437.49
QLD1,6504.41
QLD1,6490.16
QLD1,6462.89
QLD1,6506.89
QLD1,6429.26
QLD1,6396.52
QLD1,6595.89
QLD1,6516.22
QLD1,6525.88
QLD1,6585.72
QLD1,6583.51
QLD1,6527.81
QLD1,6479.38
QLD1,6560.07
QLD1,6593.02
QLD1,6638.99
QLD1,6718.92
QLD1,6679.16
QLD1,6650.24
QLD1,6619.38
QLD1,6615.47
QLD1,6571.45
QLD1,6606.47
QLD1,6646.4
QLD1,6713.38
QLD1,6722.88
QLD1,6715.29
QLD1,6780.84
QLD1,6925.18
QLD1,6862.37
QLD1,6860.5
QLD1,6801.05
QLD1,6730.49
QLD1,6741.62
QLD1,6696.94
QLD1,6717.7
QLD1,6694.52
QLD1,6630.18
QLD1,6693.54
QLD1,6669.69
QLD1,6783.35
QLD1,6769.71
QLD1,6909.51
QLD1,6880.61
QLD1,6900.43
QLD1,6908.52
QLD1,6960.2
QLD1,7060.04
QLD1,7073.3
QLD1,7069.2
QLD1,7142.82
QLD1,7164.34
QLD1,7281.97
QLD1,7283.16
QLD1,7326.82
QLD1,7407.82
QLD1,7351.18
QLD1,7398.84
QLD1,7391.17
QLD1,7507.12
QLD1,7541.63
QLD1,7597.8
QLD1,7662.85
QLD1,7680.76
QLD1,7687.04
QLD1,7764.82
QLD1,7789.39
QLD1,7845.71
QLD1,7923.99
QLD1,8007.74
QLD1,8042.43
QLD1,8033.04
QLD1,7984.46
QLD1,7972.5
QLD1,8031.19
QLD1,8002.58
QLD1,8061.98
QLD1,8080.82
QLD1,8089.86
QLD1,8130.27
QLD1,8189.22
QLD1,8164.49
QLD1,8241.49
QLD1,8175.98
QLD1,8139.24
QLD1,8111.14
QLD1,8179.82
QLD1,8175.34
QLD1,8194.84
QLD1,8234.87
QLD1,8228.62
QLD1,8209.39
QLD1,8177.02
QLD1,8174.74
QLD1,8155.51
QLD1,8178.79
QLD1,8129.96
QLD1,8147.45
QLD1,8070.86
QLD1,8005.87
QLD1,7971.62
QLD1,7973.85
QLD1,7980.7
QLD1,7932.49
QLD1,7913.94
QLD1,7888.25
QLD1,7856.49
QLD1,7835.6
QLD1,7784.89
QLD1,7779.89
QLD1,7722.52
QLD1,7605.53
QLD1,7690.21
QLD1,7657.09
QLD1,7760.62
QLD1,7791.78
QLD1,7657.02
QLD1,7681.38
QLD1,7668.3
QLD1,7643.27
QLD1,7635.82
QLD1,7566.32
QLD1,7507.94
QLD1,7552.4
QLD1,7538.2
QLD1,7453.75
QLD1,7532.5
QLD1,7452.21
QLD1,7339.29
QLD1,7347.0
QLD1,7302.8
QLD1,7233.96
QLD1,7214.85
QLD1,7183.78
QLD1,7199.21
QLD1,7135.24
QLD1,7074.06
QLD1,7023.8
QLD1,6996.42
QLD1,6991.58
QLD1,6956.79
QLD1,6935.8
QLD1,6924.62
QLD1,6857.76
QLD1,6900.87
QLD1,6841.11
QLD1,6816.96
QLD1,6784.49
QLD1,6824.86
QLD1,6735.65
QLD1,6737.79
QLD1,6764.53
QLD1,6737.46
QLD1,6684.86
QLD1,6610.97
QLD1,6559.92
QLD1,6524.31
QLD1,6561.46
QLD1,6578.83
QLD1,6516.72
QLD1,6442.37
QLD1,6456.51
QLD1,6423.44
QLD1,6359.95
QLD1,6373.9
QLD1,6384.06
QLD1,6328.35
QLD1,6297.26
QLD1,6297.26
QLD1,6280.12
QLD1,6261.54
QLD1,6222.8
QLD1,6278.22
QLD1,6217.99
QLD1,6221.63
QLD1,6262.27
QLD1,6243.17
QLD1,6194.22
QLD1,6153.29
QLD1,6215.54
QLD1,6167.56
QLD1,6128.13
QLD1,6087.81
QLD1,6102.42
QLD1,6120.01
QLD1,6120.95
QLD1,6072.88
QLD1,6092.14
QLD1,6068.4
QLD1,6040.36
QLD1,6060.55
QLD1,6039.11
QLD1,6060.93
QLD1,6093.05
QLD1,6061.84
QLD1,6086.08
QLD1,6077.07
QLD1,6061.54
QLD1,6042.44
QLD1,6052.58
QLD1,6065.58
QLD1,6076.73
QLD1,6045.22
QLD1,6043.44
QLD1,6022.62
QLD1,5982.79
QLD1,6040.41
QLD1,6045.03
QLD1,6024.21
QLD1,6050.86
QLD1,6064.9
QLD1,6086.56
QLD1,6075.37
QLD1,6043.16
QLD1,6021.61
QLD1,6051.16
QLD1,6056.31
QLD1,6077.62
QLD1,6058.46
QLD1,6091.89
QLD1,6068.26
QLD1,6074.07
QLD1,6117.39
QLD1,6096.98
QLD1,6101.83
QLD1,6116.08
QLD1,6153.18
QLD1,6089.33
QLD1,6110.08
QLD1,6113.4
QLD1,6141.18
QLD1,6106.21
QLD1,6136.45
QLD1,6133.74
QLD1,6102.8
QLD1,6108.12
QLD1,6044.53
QLD1,6055.97
QLD1,6102.89
QLD1,6072.17
QLD1,6099.89
QLD1,6053.16
QLD1,6050.15
QLD1,6115.86
QLD1,6147.87
QLD1,6138.18
QLD1,6169.82
QLD1,6256.07
QLD1,6242.31
QLD1,6184.04
QLD1,6206.77
QLD1,6293.38
QLD1,6375.53
QLD1,6396.75
QLD1,6354.63
QLD1,6418.15
QLD1,6385.15
QLD1,6332.64
QLD1,6371.81
QLD1,6451.99
QLD1,6410.89
QLD1,6494.35
QLD1,6575.07
QLD1,6646.16
QLD1,6749.15
QLD1,6728.12
QLD1,6751.64
QLD1,6767.98
QLD1,6865.05
QLD1,6839.81
QLD1,6902.33
QLD1,6857.95
QLD1,6859.84
QLD1,6863.21
QLD1,6924.18
QLD1,6868.8
QLD1,6993.81
QLD1,7042.14
QLD1,7091.4
QLD1,7121.62
QLD1,7074.04
QLD1,7094.69
QLD1,7121.67
QLD1,7160.69
QLD1,7196.95
QLD1,7238.82
QLD1,7277.51
QLD1,7198.26
QLD1,7321.71
QLD1,7270.18
QLD1,7268.54
QLD1,7351.51
QLD1,7333.25
QLD1,7284.69
QLD1,7277.63
QLD1,7235.85
QLD1,7189.81
QLD1,7247.19
QLD1,7218.1
QLD1,7227.14
QLD1,7251.84
QLD1,7301.78
QLD1,7241.21
QLD1,7250.69
QLD1,7198.62
QLD1,7146.89
QLD1,7106.38
QLD1,7073.48
QLD1,7063.53
QLD1,7076.23
QLD1,7002.2
QLD1,6938.16
QLD1,6966.11
QLD1,7001.43
QLD1,6970.86
QLD1,7015.18
QLD1,7080.86
QLD1,7036.68
QLD1,7101.36
QLD1,7016.46
QLD1,7060.73
QLD1,7035.39
QLD1,7049.01
QLD1,7023.77
QLD1,7079.93
QLD1,7067.88
QLD1,7092.56
QLD1,7114.67
QLD1,7146.34
QLD1,7076.43
QLD1,7053.31
QLD1,7081.6
QLD1,7119.56
QLD1,7082.9
QLD1,7112.61
QLD1,7122.33
QLD1,7167.12
QLD1,7237.1
QLD1,7200.56
QLD1,7165.78
QLD1,7233.54
QLD1,7260.96
QLD1,7227.84
QLD1,7271.63
QLD1,7207.18
QLD1,7223.1
QLD1,7262.63
QLD1,7296.32
QLD1,7316.37
QLD1,7371.4
QLD1,7421.45
QLD1,7477.46
QLD1,7488.86
QLD1,7535.57
QLD1,7507.65
QLD1,7584.11
QLD1,7558.25
QLD1,7616.62
QLD1,7738.25
QLD1,7670.81
QLD1,7644.74
QLD1,7696.18
QLD1,7732.41
QLD1,7777.64
QLD1,7791.03
QLD1,7831.18
QLD1,7840.83
QLD1,7929.93
QLD1,7919.01
QLD1,7947.0
QLD1,7988.1
QLD1,8048.82
QLD1,7983.81
QLD1,7915.23
QLD1,7969.67
QLD1,7947.48
QLD1,7969.99
QLD1,7940.39
QLD1,7924.27
QLD1,7867.46
QLD1,7935.36
QLD1,7873.58
QLD1,7847.13
QLD1,7857.61
QLD1,7746.56
QLD1,7786.21
QLD1,7710.95
QLD1,7676.33
QLD1,7638.2
QLD1,7658.39
QLD1,7596.67
QLD1,7563.16
QLD1,7570.38
QLD1,7533.36
QLD1,7502.05
QLD1,7397.08
QLD1,7491.81
QLD1,7445.33
QLD1,7403.73
QLD1,7344.16
QLD1,7336.1
QLD1,7305.37
QLD1,7390.63
QLD1,7350.04
QLD1,7317.62
QLD1,7365.5
QLD1,7315.11
QLD1,7299.87
QLD1,7286.97
QLD1,7269.94
QLD1,7232.64
QLD1,7174.19
QLD1,7206.22
QLD1,7178.02
QLD1,7183.15
QLD1,7136.53
QLD1,7087.52
QLD1,7037.41
QLD1,6935.35
QLD1,6879.88
QLD1,6878.78
QLD1,6792.4
QLD1,6794.06
QLD1,6773.31
QLD1,6756.42
QLD1,6630.52
QLD1,6609.93
QLD1,6580.66
QLD1,6542.76
QLD1,6478.92
QLD1,6509.23
QLD1,6506.84
QLD1,6455.3
QLD1,6465.14
QLD1,6442.71
QLD1,6389.0
QLD1,6417.57
QLD1,6332.15
QLD1,6361.46
QLD1,6397.6
QLD1,6334.28
QLD1,6340.54
QLD1,6322.59
QLD1,6238.49
QLD1,6266.14
QLD1,6240.02
QLD1,6187.78
QLD1,6134.51
QLD1,6091.66
QLD1,6062.21
QLD1,6085.45
QLD1,6034.19
QLD1,6044.3
QLD1,6111.39
QLD1,6016.58
QLD1,5965.29
QLD1,5910.55
QLD1,5991.47
QLD1,5953.15
QLD1,5934.21
QLD1,5922.78
QLD1,5898.51
QLD1,5913.23
QLD1,5930.83
QLD1,5939.23
QLD1,5918.43
QLD1,5896.27
QLD1,5913.84
QLD1,5894.53
